,open_time,open,high,low,close,volume,close_time,count,long
2135,1640732400000,47680.81,47803.51,47507.84,47543.74,831.22956,1640735999999,29314,-1
2136,1640736000000,47543.74,47851.92,47450.01,47770.12,1052.52366,1640739599999,38811,-1
2137,1640739600000,47770.11,47973.9,47691.76,47735.13,1102.03536,1640743199999,34265,-1
2138,1640743200000,47735.13,48046.02,47659.06,47987.57,1430.83279,1640746799999,33691,-1
2139,1640746800000,47989.91,48139.08,47895.18,48001.01,1290.96759,1640750399999,38358,-1
2140,1640750400000,48001.01,48056.28,47767.44,47780.0,1155.15633,1640753999999,31722,-1
2141,1640754000000,47780.0,47914.93,47750.0,47898.65,891.54873,1640757599999,27613,-1
2142,1640757600000,47898.64,47981.24,47748.0,47851.9,776.08095,1640761199999,26488,-1
2143,1640761200000,47851.9,47872.14,47522.89,47570.03,1045.12364,1640764799999,34392,-1
2144,1640764800000,47570.03,47839.63,47505.0,47722.2,1177.7796,1640768399999,33251,-1
2145,1640768400000,47722.19,48092.1,47398.46,47936.2,2298.02924,1640771999999,48936,-1
2146,1640772000000,47936.2,47984.88,47600.0,47696.8,1292.49974,1640775599999,37399,-1
